Feature,rank_mi,rank_RFE,rank_embed,value_min,value_med,value_mean,value_harmo
X78817,273,1696,262,262,273.0,743.6666666666666,371.7739226018147
R47976,274,1705,459,274,459.0,812.6666666666666,467.66891476818773
M63239,275,1565,679,275,679.0,839.6666666666666,521.9120129067978
M86737,276,1590,376,276,376.0,747.3333333333334,434.04701277383776
R11485,277,717,250,250,277.0,414.6666666666667,333.15533796009476
M88108,278,157,808,157,278.0,414.3333333333333,267.75738372063597
T61627,279,327,1225,279,327.0,610.3333333333334,402.21702577907655
M80461,280,686,1764,280,686.0,910.0,536.0926193921852
T61661,281,1952,1362,281,1362.0,1198.3333333333333,624.3199680878744
T49732,282,606,1864,282,606.0,917.3333333333334,523.3095145784185
R39465,283,1999,1663,283,1663.0,1315.0,647.2293704908153
J05272,284,69,1097,69,284.0,483.3333333333333,158.5166442580198
H82100,285,619,141,141,285.0,348.3333333333333,245.56993079482294
T62972,286,818,1970,286,818.0,1024.6666666666667,573.9856394894115
H79852,287,1980,1328,287,1328.0,1198.3333333333333,632.593345992943
H04282,288,1694,263,263,288.0,748.3333333333334,381.44536029760053
T61446,289,1891,1302,289,1302.0,1160.6666666666667,630.6392951670956
T54364,290,1376,1728,290,1376.0,1131.3333333333333,631.084210320792
X61118,291,721,251,251,291.0,421.0,340.6206311459328
M64098,292,638,1847,292,638.0,925.6666666666666,542.154875562367
T90280,293,1482,1675,293,1482.0,1150.0,640.3759548106433
Z17240,294,1405,93,93,294.0,597.3333333333334,201.80558838825584
H87473,295,1384,1724,295,1384.0,1134.3333333333333,639.3289242466262
R01755,296,1070,1569,296,1070.0,978.3333333333334,606.023088048898
L37033,297,1214,1560,297,1214.0,1023.6666666666666,620.8927637083759
D49396,298,926,1889,298,926.0,1037.6666666666667,604.2297375201115
L09604,299,227,1053,227,299.0,526.3333333333334,344.84995922805103
L31881,300,1673,477,300,477.0,816.6666666666666,497.718952115042
X59131,301,231,954,231,301.0,495.3333333333333,344.84813857855085
Z49269_,302,1152,1528,302,1152.0,994.0,620.6343422519162
X73882,303,1265,650,303,650.0,739.3333333333334,532.9254293241688
R60877,304,103,768,103,304.0,391.6666666666667,209.78588377611317
J04977,305,639,151,151,305.0,365.0,261.6396889511882
T57630,306,1803,1400,306,1400.0,1169.6666666666667,661.2458115958655
X04011,307,1298,634,307,634.0,746.3333333333334,535.2333325800674
T62220,308,1969,1348,308,1348.0,1208.3333333333333,667.190778291159
R15447,309,692,1761,309,692.0,920.6666666666666,571.516548963897
D21261,310,1860,1457,310,1457.0,1209.0,674.1902313624679
T41204,311,1183,747,311,747.0,747.0,555.6141309804837
H73758,312,1320,1694,312,1320.0,1108.6666666666667,658.902925531915
T55558,313,1816,1475,313,1475.0,1201.3333333333333,678.1936876244209
X64229,314,1148,703,314,703.0,721.6666666666666,547.618272684184
R33481,315,1692,264,264,315.0,757.0,397.1669545777868
M95678,316,562,1825,316,562.0,901.0,546.2628557559741
T88902,317,550,1829,317,550.0,898.6666666666666,543.5272170277366
R96070,318,301,984,301,318.0,534.3333333333334,400.899437298351
J03490,319,1415,98,98,319.0,610.6666666666666,213.59014802427748
T51529,320,1874,1442,320,1442.0,1212.0,689.3225219135321
T95048,321,546,1831,321,546.0,899.3333333333334,546.1579697097081
H65355,322,1595,407,322,407.0,774.6666666666666,484.687763031483
U09414,323,1537,402,323,402.0,754.0,481.2199496692979
H87465,324,1056,1575,324,1056.0,985.0,642.6308332975573
H22948,325,1156,1526,325,1156.0,1002.3333333333334,652.5593522191018
J03239,326,1413,97,97,326.0,612.0,213.00045286904458
R38513,327,834,1997,327,834.0,1052.6666666666667,630.5308233332754
X70040,328,1229,34,34,328.0,530.3333333333334,90.15990351935095
T78624,329,98,757,98,329.0,394.6666666666667,205.97889057361718
T87873,330,1908,1285,330,1285.0,1174.3333333333333,692.4213300926838
X70944,331,858,1983,331,858.0,1057.3333333333333,639.5312646562836
R80703,332,1316,1696,332,1316.0,1114.6666666666667,687.8289858659867
H49870,333,1485,438,333,438.0,752.0,503.3972012466794
M63509,334,676,1766,334,676.0,925.3333333333334,595.290852594051
R35903,335,1273,646,335,646.0,751.3333333333334,564.0573414422241
M34175__,336,659,159,159,336.0,384.6666666666667,278.21701714041865
J03161,337,1344,1744,337,1344.0,1141.6666666666667,700.1491748488444
M74903,338,268,1221,268,338.0,609.0,399.52461981192283
T68848,339,1916,1264,339,1264.0,1173.0,703.7442263140871
M59371_,340,462,915,340,462.0,572.3333333333334,483.98222042630573
Y00345,341,194,1007,194,341.0,514.0,330.387773826705
R85464,342,1871,1468,342,1468.0,1227.0,724.6991122177174
M97370,343,716,1810,343,716.0,956.3333333333334,616.702001222728
L38951,344,1255,655,344,655.0,751.3333333333334,573.5581600538178
H55916,345,1091,545,345,545.0,660.3333333333334,530.97313235808
L06175,346,1355,129,129,346.0,610.0,263.6176352216244
U12255_,347,1876,1379,347,1379.0,1200.6666666666667,724.6277774533976
R39209,348,889,31,31,348.0,422.6666666666667,82.74381325150482
T63496,349,1180,1514,349,1180.0,1014.3333333333334,685.9825446341143
T51534,350,1934,1282,350,1282.0,1188.6666666666667,722.1542485023529
K02566_,351,594,1870,351,594.0,938.3333333333334,592.0354780517138
R51749,352,292,1207,292,352.0,617.0,422.8885889202492
H62854,353,1557,683,353,683.0,864.3333333333334,607.3795656340827
M11799,354,1971,1347,354,1347.0,1224.0,736.2675199353234
H85361,355,1258,1538,355,1258.0,1050.3333333333333,703.8933942386786
T48014,356,626,1854,356,626.0,945.3333333333334,606.5743954931871
M22806,357,1775,1434,357,1434.0,1188.6666666666667,738.5795658206273
H42927,358,1323,113,113,358.0,598.0,241.96062611232588
Y00097,359,1628,358,358,359.0,781.6666666666666,484.4130396867413
H05070,360,410,1151,360,410.0,640.3333333333334,492.96604021782235
T51858,361,1492,1670,361,1492.0,1174.3333333333333,742.7347939320507
R08183,362,1508,1662,362,1508.0,1177.3333333333333,744.9260054364782
X86018,363,1522,347,347,363.0,744.0,476.667481089127
R01182,364,1941,1351,364,1351.0,1218.6666666666667,749.504661989714
R60591,365,117,762,117,365.0,414.6666666666667,238.11280302642265
D42046,366,541,417,366,417.0,441.3333333333333,429.8763607965638
U37673,367,666,1771,367,666.0,934.6666666666666,626.1806269935604
M85079,368,955,613,368,613.0,645.3333333333334,555.9845806962775
R39465_,369,1998,1346,369,1346.0,1237.6666666666667,758.8271226566586
R44052,370,811,49,49,370.0,410.0,123.23409854751789
M31516_,371,306,982,306,371.0,553.0,429.6934450240255
H11125,372,437,926,372,437.0,578.3333333333334,495.3425278984926
M36981,373,1760,1419,373,1419.0,1184.0,758.7505562407977
M22490,374,956,1936,374,956.0,1088.6666666666667,708.156648561054
U22055,375,1435,222,222,375.0,677.3333333333334,381.2895967317237
T78489,376,381,1227,376,381.0,661.3333333333334,491.8643739593972
D26600,377,1463,427,377,427.0,755.6666666666666,528.3581004329095
M55543,378,1655,496,378,496.0,843.0,569.7073731393341
H89087,379,744,1795,379,744.0,972.6666666666666,660.8349432338699
D00596,380,291,987,291,380.0,552.6666666666666,423.6584258148662
T52342_,381,1835,1494,381,1494.0,1236.6666666666667,781.4585747707077
H25136,382,333,1250,333,382.0,655.0,467.2312029117807
T84481,383,1311,107,107,383.0,600.3333333333334,235.85764248117056
M94556,384,387,1192,384,387.0,654.3333333333334,497.7541193660785
H45526,385,1808,1405,385,1405.0,1199.3333333333333,776.7505682051336
H24956,386,530,589,386,530.0,501.6666666666667,485.8095911324223
T49838,387,92,1121,92,387.0,533.3333333333334,209.1232790103447
T47144,388,1910,1258,388,1258.0,1185.3333333333333,770.0615755001977
R40717,389,1597,408,389,408.0,798.0,531.1757158993826
R98189_,390,478,597,390,478.0,488.3333333333333,473.844221533431
U09770,391,794,1956,391,794.0,1047.0,693.1226908200466
U20982,392,20,1255,20,392.0,555.6666666666666,56.23471137359496
D90391,393,193,879,193,393.0,488.3333333333333,338.46549159563614
M85038,394,1749,295,295,394.0,812.6666666666666,461.5628275678863
R50505,395,445,1133,395,445.0,657.6666666666666,529.8996669608291
U07695_,396,912,1896,396,912.0,1068.0,723.0361885453624
H11719,397,1324,1720,397,1324.0,1147.0,778.0942512195375
R81330,398,1168,1519,398,1168.0,1028.3333333333333,744.9612599160646
K02268,399,228,958,228,399.0,528.3333333333334,378.0207680896654
T49423,400,1981,1329,400,1329.0,1236.6666666666667,798.4582292179766
R02593_,401,1972,1320,401,1320.0,1231.0,798.2033538509538
T49941,402,1824,1483,402,1483.0,1236.3333333333333,808.5999158240396
T74906,403,1848,1445,403,1445.0,1232.0,807.6333972826102
H70635,404,757,207,207,404.0,456.0,347.7386236507951
H62885,405,435,927,405,435.0,589.0,513.1068853386116
R54941,406,62,1072,62,406.0,513.3333333333334,153.6497794513996
M32315,407,201,971,201,407.0,526.3333333333334,354.5264120206792
M81637,408,495,834,408,495.0,579.0,529.0797037260407
X56411,409,1259,653,409,653.0,773.6666666666666,628.8434757673137
H16096,410,485,594,410,485.0,496.3333333333333,485.09295257912606
R36455,411,1956,1366,411,1366.0,1244.3333333333333,816.0152480482944
H64807,412,1199,739,412,739.0,783.3333333333334,650.1397112644158
R60508,413,809,48,48,413.0,423.3333333333333,122.49530390327237
D42047,414,288,990,288,414.0,564.0,434.9224035017907
T93094,415,1944,1354,415,1354.0,1237.6666666666667,819.0915421388377
H40699,416,989,534,416,534.0,646.3333333333334,567.3621865999136
D17400,417,1325,114,114,417.0,618.6666666666666,251.57805816168803
X52228,418,849,68,68,418.0,445.0,164.14895768618578
T72879,419,1896,1307,419,1307.0,1207.3333333333333,815.4008683999938
R80966,420,297,1205,297,420.0,640.6666666666666,456.0773723735113
Z23064,421,1704,289,289,421.0,804.6666666666666,467.1180803133888
M37583,422,1627,482,422,482.0,843.6666666666666,593.0043053090051
T99478,423,702,1783,423,702.0,969.3333333333334,689.747120596868
M65209,424,1319,111,111,424.0,618.0,247.40942357740965
M24283,425,974,1927,425,974.0,1108.6666666666667,769.5116249381396
M26683,426,815,51,51,426.0,430.6666666666667,129.40932710649216
X84707,427,1781,1412,427,1412.0,1206.6666666666667,830.6526360411564
T97473,428,315,942,315,428.0,561.6666666666666,456.4387835050065
Z47087,429,1556,330,330,429.0,771.6666666666666,499.66864614002696
X07290,430,1031,513,430,513.0,658.0,571.9917120981067
H03461,431,102,1115,102,431.0,549.3333333333334,230.3976141272246
M64110,432,1543,690,432,690.0,888.3333333333334,679.9362546973724
R62945,433,1289,639,433,639.0,787.0,645.1322608750705
R28373,434,1858,1455,434,1455.0,1249.0,849.9436351308017
L07648,435,1097,542,435,542.0,691.3333333333334,593.4194467621999
D45887,436,1902,1313,436,1313.0,1217.0,837.7653540617163
L42542,437,1542,337,337,437.0,772.0,508.1131269405725
H82631,438,533,1838,438,533.0,936.3333333333334,637.8436094010758
U37408,439,162,1023,162,439.0,541.3333333333334,318.1922964219955
T58861,440,1954,1364,440,1364.0,1252.6666666666667,852.8455319239713
X86693,441,551,170,170,441.0,387.3333333333333,301.05946831020987
T89730,442,1900,1311,442,1311.0,1217.6666666666667,844.7050019922448
X05276,443,1032,1587,443,1032.0,1020.6666666666666,777.9178549257131
M67454,444,1569,677,444,677.0,896.6666666666666,687.016750694486
H15552,445,183,794,183,445.0,474.0,334.4064909743185
T62878,446,1898,1309,446,1309.0,1217.6666666666667,849.1451720188289
U18062,447,953,614,447,614.0,671.3333333333334,610.361632898799
R41873,448,951,615,448,615.0,671.3333333333334,611.0373101436297
L09159_,449,388,1193,388,449.0,676.6666666666666,531.6590518208012
L19437_,450,250,947,250,450.0,549.0,412.19048233169974
L37112,451,1469,430,430,451.0,783.3333333333334,574.3153000532888
R71585,452,241,949,241,452.0,547.3333333333334,404.5575973566018
R94588,453,722,1799,453,722.0,991.3333333333334,723.1683848234109
D38551,454,1561,681,454,681.0,898.6666666666666,695.783353332606
X69910,455,1487,439,439,455.0,793.6666666666666,582.7277759866276
M19156,456,1131,711,456,711.0,766.0,669.1013756521073
R12389,457,91,773,91,457.0,440.3333333333333,207.3132390781421
R16156,458,1175,751,458,751.0,794.6666666666666,687.1234201910647
H02540,459,779,218,218,459.0,485.3333333333333,372.6938520507773
X68194,460,1375,78,78,460.0,637.6666666666666,190.81907610587524
U02081,461,829,58,58,461.0,449.3333333333333,145.51204952416796
M31776,462,1589,404,404,462.0,818.3333333333334,569.3597556059235
X75535,463,1383,82,82,463.0,642.6666666666666,198.96518256260885
R34698,464,1854,1451,464,1451.0,1256.3333333333333,886.5964484948412
H41528,465,1049,567,465,567.0,693.6666666666666,616.3334640694744
H79136,466,272,997,272,466.0,578.3333333333334,439.5345271744549
T48904,467,935,623,467,623.0,675.0,622.9258158402737
M91670,468,826,1969,468,826.0,1087.6666666666667,778.1540197938015
R44770,469,436,1137,436,469.0,680.6666666666666,565.4742227003678
T61661_,470,1931,1279,470,1279.0,1226.6666666666667,875.3024331843892
D00763,471,970,1929,471,970.0,1123.3333333333333,816.8881488024781
R09479,472,1002,1913,472,1002.0,1129.0,824.3145959584609
M28219,473,109,766,109,473.0,449.3333333333333,238.2094300207693
M85085,474,1121,716,474,716.0,770.3333333333334,682.0641362899148
X89985,475,1077,552,475,552.0,701.3333333333334,619.1487262466208
L33930,476,599,193,193,476.0,422.6666666666667,335.1342491560072
U07695__,477,1038,1584,477,1038.0,1033.0,812.7569624503348
H17434,478,788,1961,478,788.0,1075.6666666666667,774.9876060140805
U29607,479,1382,1725,479,1382.0,1195.3333333333333,884.6995237594723
X61587_,480,1719,466,466,480.0,888.3333333333334,623.5723251672835
T40454,481,1411,96,96,481.0,662.6666666666666,227.19723638679892
T94579,482,1826,1485,482,1485.0,1264.3333333333333,910.2674722670534
T65003,483,1862,1459,483,1459.0,1268.0,911.0645337411682
M80613,484,1594,374,374,484.0,817.3333333333334,558.943887263119
M11354,485,1907,1286,485,1286.0,1226.0,891.8367076088593
R52081,486,221,962,221,486.0,556.3333333333334,393.5974248927038
X54232,487,1439,274,274,487.0,733.3333333333334,468.9001829034519
L12723,488,159,805,159,488.0,484.0,313.1287191253068
T47719,489,411,825,411,489.0,575.0,527.2221480287319
H49587,490,351,1242,351,490.0,694.3333333333334,526.7804509943181
R37428,491,584,1875,491,584.0,983.3333333333334,700.5545158052424
H64526,492,447,921,447,492.0,620.0,560.1787815178342
T49703,493,770,1878,493,770.0,1047.0,777.286601897712
H09719,494,825,56,56,494.0,458.3333333333333,142.2235331751881
X82103,495,1468,1682,495,1468.0,1215.0,910.2131601772007
U19969,496,1147,704,496,704.0,782.3333333333334,696.3104340327681
M57298,497,862,1986,497,862.0,1115.0,816.1733088443135
Z15108,498,442,924,442,498.0,621.3333333333334,560.4620217585398
T53868,499,1166,1521,499,1166.0,1062.0,852.4899317631352
U26401,500,135,1034,135,500.0,556.3333333333334,289.1698545760886
R23889,501,1092,1620,501,1092.0,1071.0,850.0888561497203
H41129,502,384,1226,384,502.0,704.0,554.3381443685869
H70425,503,1838,1497,503,1497.0,1279.3333333333333,937.4578485257704
H40137,504,1462,1685,504,1462.0,1217.0,919.7958493247905
J03075,505,718,1809,505,718.0,1010.6666666666666,764.1857174979233
M93651,506,1521,394,394,506.0,807.0,580.0668331352374
X72018,507,1290,1708,507,1290.0,1168.3333333333333,900.0736764585021
M84349,508,1693,453,453,508.0,884.6666666666666,629.3692768875293
T56011,509,682,1763,509,682.0,984.6666666666666,750.3513188884907
R72300,510,39,1084,39,510.0,544.3333333333334,105.17341294231275
J04162,511,905,576,511,576.0,664.0,625.256531131682
T53396,512,1895,1306,512,1306.0,1237.6666666666667,924.064600409064
U12140,513,1563,680,513,680.0,918.6666666666666,738.97063427632
R44301,514,1119,717,514,717.0,783.3333333333334,708.5698365489194
Y00264,515,1778,1437,515,1437.0,1243.3333333333333,937.4790551999413
U10117_,516,1748,297,297,516.0,853.6666666666666,510.4584216222808
M29550,517,631,147,147,517.0,431.6666666666667,290.6485818704885
T51261,518,900,1902,518,900.0,1106.6666666666667,840.954389745185
U12255,519,1942,1352,519,1352.0,1271.0,942.9928441099196
X81817,520,1395,88,88,520.0,667.6666666666666,214.23125111866835
H86060_,521,1989,1337,521,1337.0,1282.3333333333333,946.3441295915271
control,522,1959,1369,522,1369.0,1283.3333333333333,950.3795661864091
control3,523,1960,1370,523,1370.0,1284.3333333333333,951.7232125309762
control2,524,1961,1371,524,1371.0,1285.3333333333333,953.0661145712288
control1,525,1962,1372,525,1372.0,1286.3333333333333,954.4082747927048
T71207,526,892,1909,526,892.0,1109.0,846.0114289168598
H29054,527,350,897,350,527.0,591.3333333333334,511.116505804129
J04173,528,449,1161,449,528.0,712.6666666666666,602.1149493681131
L12350,529,1425,661,529,661.0,871.6666666666666,730.8209100433701
R72374,530,690,1758,530,690.0,992.6666666666666,768.2662938266294
J03040,531,1773,1432,531,1432.0,1245.3333333333333,953.7194943113208
control5,532,1950,1360,532,1360.0,1280.6666666666667,959.1363541600573
control7,533,1948,1358,533,1358.0,1279.6666666666667,959.7246264420365
control4,534,1951,1361,534,1361.0,1282.0,961.5474926191009
control6,535,1949,1359,535,1359.0,1281.0,962.131256491216
T79152,536,70,1069,70,536.0,558.3333333333334,175.57372025902697
M26697,537,1863,1460,537,1460.0,1286.6666666666667,972.7949612281773
L24038,538,1592,375,375,538.0,835.0,582.1237447485148
T70331,539,127,1103,127,539.0,589.6666666666666,282.06300347051433
Z25521,540,503,838,503,540.0,627.0,596.037442369162
T90774,541,1839,1498,541,1498.0,1292.6666666666667,980.4692589414489
R91062,542,1893,1304,542,1304.0,1246.3333333333333,955.3678770536169
R01124,543,1906,1287,543,1287.0,1245.3333333333333,954.4169282613229
H43908,544,1928,1276,544,1276.0,1249.3333333333333,955.2294913473471
X03484,545,1416,1646,545,1416.0,1202.3333333333333,952.8012469477633
J03544,546,419,1131,419,546.0,698.6666666666666,587.9689817139819
T70058,547,246,1044,246,547.0,612.3333333333334,437.88917080712423
X03068,548,432,1141,432,548.0,707.0,598.0793849950846
R39681,549,178,1013,178,549.0,580.0,356.0138700245633
M81651,550,443,922,443,550.0,638.3333333333334,581.3821821331337
X61587,551,1580,380,380,551.0,837.0,590.6241519674355
T54303,552,469,755,469,552.0,592.0,569.4443370821651
H62531,553,110,763,110,553.0,475.3333333333333,245.70339810022608
X66503,554,441,1135,441,554.0,710.0,605.6097489951871
R71401,555,1398,1655,555,1398.0,1202.6666666666667,961.1259809810373
T83361,556,1507,387,387,556.0,816.6666666666666,594.5173036528745
U13991,557,383,821,383,557.0,587.0,533.3973419174862
U05040,558,1293,637,558,637.0,829.3333333333334,725.4492357863202
T90549,559,1583,670,559,670.0,937.3333333333334,766.6442259326037
U14394,560,1675,475,475,560.0,903.3333333333334,668.450334437707
R26146,561,1278,1714,561,1278.0,1184.3333333333333,952.8545424093644
T50500,562,657,158,158,562.0,459.0,311.5089029538869
T50797,563,923,629,563,629.0,705.0,674.2409892301885
R00285,564,1110,1611,564,1110.0,1095.0,910.558008266388
K03460,565,68,1070,68,565.0,567.6666666666666,172.31106702248053
R56207,566,1481,436,436,566.0,827.6666666666666,633.5018749227208
U00968,567,1452,1659,567,1452.0,1226.0,981.9496640748848
L11706,568,1581,671,568,671.0,940.0,772.5214302472621
U19252,569,330,907,330,569.0,602.0,509.31121861551907
H40891,570,1621,666,570,666.0,952.3333333333334,774.63521787732
R46502,571,1126,1603,571,1126.0,1100.0,919.3307857876207
H64576,572,140,815,140,572.0,509.0,296.49827366890787
H23975_,573,284,991,284,573.0,616.0,478.0564752242793
L20469,574,391,882,391,574.0,615.6666666666666,552.1311274828834
X83299,575,1055,564,564,575.0,731.3333333333334,672.638594444754
H73943,576,536,584,536,576.0,565.3333333333334,564.5346336250084
M92287,577,785,221,221,577.0,527.6666666666666,398.30722186042254
D28137,578,1211,733,578,733.0,840.6666666666666,765.2818915176541
R71251,579,1389,85,85,579.0,684.3333333333334,211.0927256613667
R41827,580,137,1068,137,580.0,595.0,301.2127550827244
L11369,581,810,1950,581,810.0,1113.6666666666667,864.9125369927051
H85835,582,300,1204,300,582.0,695.3333333333334,510.02096191918014
X16316,583,790,1958,583,790.0,1110.3333333333333,859.152320934522
D78152,584,1327,115,115,584.0,675.3333333333334,268.77962227049875
H15069,585,1220,1557,585,1220.0,1120.6666666666667,945.9739762236154
H80240_,586,1976,1324,586,1324.0,1295.3333333333333,1010.834622410783
R44072,587,1572,350,350,587.0,836.3333333333334,577.2724727033974
H68220,588,1932,1280,588,1280.0,1266.6666666666667,1000.1571527617288
U24166,589,867,17,17,589.0,491.0,48.642292427369426
T97199,590,494,1172,494,590.0,752.0,656.1035349073057
X77548,591,1187,745,591,745.0,841.0,773.836237807403
T72863,592,1990,1338,592,1338.0,1306.6666666666667,1020.725522988709
X53004,593,992,1918,593,992.0,1167.6666666666667,932.8991771872448
L36818,594,233,953,233,594.0,593.3333333333334,427.06662148029267
R10620,595,736,1801,595,736.0,1044.0,834.5817271012056
H70250,596,1076,1597,596,1076.0,1089.6666666666667,927.817512411369
V00520,597,1051,566,566,597.0,738.0,682.8578151088152
T69026,598,1933,1281,598,1281.0,1270.6666666666667,1010.0290831702912
U06698,599,1464,1684,599,1464.0,1249.0,1018.2147005259445
T89666,600,1559,682,600,682.0,947.0,794.8327088450302
M80815,601,1620,361,361,601.0,860.6666666666666,593.9111558459188
H90764,602,362,891,362,602.0,618.3333333333334,540.9406452907002
L32977,603,609,136,136,603.0,449.3333333333333,281.601506599832
D26069,604,667,194,194,604.0,488.3333333333333,361.03174109466283
M77693,605,1817,1476,605,1476.0,1299.3333333333333,1041.3929142730976
U14971,606,1986,1334,606,1334.0,1308.6666666666667,1033.3016319248682
X60708,607,1075,553,553,607.0,745.0,683.9949522042167
R71251_,608,1339,121,121,608.0,689.3333333333334,281.5308540829323
V00523,609,1885,1296,609,1296.0,1263.3333333333333,1018.971537529545
M81635,610,1730,308,308,610.0,882.6666666666666,549.0350333892636
U33849,611,1105,632,611,632.0,782.6666666666666,727.4637076219534
X12548,612,713,248,248,612.0,524.3333333333334,424.40201005025125
M62831,613,1006,1911,613,1006.0,1176.6666666666667,952.791289895642
H65223,614,762,1788,614,762.0,1054.6666666666667,857.0731723309825
R44628,615,385,822,385,615.0,607.3333333333334,551.4742509031664
R53936,616,523,1843,523,616.0,994.0,735.6518265674656
H11084,617,24,862,24,617.0,501.0,67.49535207543845
H43908_,618,1920,1268,618,1268.0,1268.6666666666667,1024.7302090654985
T90668,619,1003,527,527,619.0,716.3333333333334,665.1809384468278
M88279,620,888,1906,620,888.0,1138.0,919.2054211506164
H61535,621,1234,1550,621,1234.0,1135.0,978.5246394131752
R56401,622,1723,468,468,622.0,937.6666666666666,693.6653183758182
U33429,623,1295,636,623,636.0,851.3333333333334,759.5582327930118
H24250,624,1617,480,480,624.0,907.0,696.9731297920841
T57633,625,1899,1310,625,1310.0,1278.0,1038.0796249539594
H63361,626,125,878,125,626.0,543.0,279.42336787649054
M94630,627,608,1863,608,627.0,1032.6666666666667,794.4069878647483
H29293,628,842,1996,628,842.0,1155.3333333333333,914.353387453738
T61599,629,1072,1596,629,1072.0,1099.0,952.6146132701343
R56399,630,749,203,203,630.0,527.3333333333334,382.23750244411127
M14200,631,1836,1495,631,1495.0,1320.6666666666667,1072.0623577248018
Z48541,632,760,1787,632,760.0,1059.6666666666667,867.6375418488427
U37012,633,19,1254,19,633.0,635.3333333333334,54.53672277567846
D59253,634,1283,642,634,642.0,853.0,766.4122015364927
X75861,635,1782,1410,635,1410.0,1275.6666666666667,1054.4110416473916
R70253,636,1613,478,478,636.0,909.0,700.2245296041202
H55758,637,1929,1277,637,1277.0,1281.0,1044.8056594581576
R83354,638,723,1808,638,723.0,1056.3333333333333,856.2569177833251
X16504,639,258,944,258,639.0,613.6666666666666,461.52168678271704
M12272,640,1366,1733,640,1366.0,1246.3333333333333,1044.7143062695632
L35545,641,1242,1546,641,1242.0,1143.0,996.0007541998899
R51644,642,615,139,139,615.0,465.3333333333333,289.0760122411786
D26535,643,1089,546,546,643.0,759.3333333333334,696.8664699352756
R00544,644,1308,1700,644,1308.0,1217.3333333333333,1032.5045088003324
L24203,645,1582,379,379,645.0,868.6666666666666,622.2747895729672
U29175,646,1477,434,434,646.0,852.3333333333334,662.3710941582193
H43908__,647,1841,1500,647,1500.0,1329.3333333333333,1088.7534487735134
H06245,648,1029,514,514,648.0,730.3333333333334,672.562428619086
U22897,649,358,893,358,649.0,633.3333333333334,550.0601523692706
T74556,650,1772,1431,650,1431.0,1284.3333333333333,1070.8137546067487
X51345,651,868,1984,651,868.0,1167.6666666666667,939.7894736842105
Z23115,652,1889,1300,652,1300.0,1280.3333333333333,1059.1897379627637
U09412,653,352,896,352,653.0,633.6666666666666,546.609970840529
X80230,654,1023,517,517,654.0,731.3333333333334,675.5531828044773
Z22572,655,1807,1404,655,1404.0,1288.6666666666667,1074.3555377499365
M92843,656,1393,87,87,656.0,712.0,218.39595410921086
R96357,657,1529,398,398,657.0,861.3333333333334,639.842333833534
T61333,658,10,866,10,658.0,511.3333333333333,29.21855237339933
M31994,659,245,950,245,659.0,618.0,451.01151182792535
L03840,660,1094,1619,660,1094.0,1124.3333333333333,984.6093988206974
T72175,661,1882,1293,661,1293.0,1278.6666666666667,1064.734382133143
X01410,662,1679,474,474,662.0,938.3333333333334,711.5966795309779
H11374,663,1407,94,94,663.0,721.3333333333334,233.33001780169076
H29895,664,1651,494,494,664.0,936.3333333333334,725.3368930573773
H23098,665,635,149,149,635.0,483.0,306.43601607208086
U31248,666,1618,362,362,666.0,882.0,614.504844580644
T48386,667,150,1029,150,667.0,615.3333333333334,328.3089536674735
M34175,668,952,1910,668,952.0,1176.6666666666667,976.8848320811894
R38736,669,601,166,166,601.0,478.6666666666667,326.6992261241432
M33210,670,1587,668,668,670.0,975.0,828.8064330683486
T72938,671,1915,1263,671,1263.0,1283.0,1069.7964385619862
T72599,672,1610,366,366,672.0,882.6666666666666,619.648600096394
X02875,673,405,1153,405,673.0,743.6666666666666,622.1068671110968
R01221,674,600,1868,600,674.0,1047.3333333333333,813.9614802214757
X13482,675,104,767,104,675.0,515.3333333333334,241.92285975740347
R38636,676,314,1196,314,676.0,728.6666666666666,545.4422761805452
M25809,677,1203,737,677,737.0,872.3333333333334,818.5065034356959
H02630,678,417,1147,417,678.0,747.3333333333334,632.2648056042441
H80240,679,1993,1341,679,1341.0,1337.6666666666667,1102.8510217670816
R23907,680,1161,696,680,696.0,845.6666666666666,796.0312456538871
U15782,681,168,803,168,681.0,550.6666666666666,346.17489307986506
L42611,682,412,1149,412,682.0,747.6666666666666,629.7517201022114
X74795,683,456,916,456,683.0,685.0,631.7366346514395
M97676,684,1307,74,74,684.0,688.3333333333334,190.58978490803037
D14658,685,1354,1739,685,1354.0,1259.3333333333333,1081.6854294280008
R21547,686,1794,1391,686,1391.0,1290.3333333333333,1097.2745564233894
H20505,687,1771,1430,687,1430.0,1296.0,1103.1206308541034
U14631,688,1025,516,516,688.0,743.0,686.9574629288884
T47778,689,555,172,172,555.0,472.0,330.86529513065034
D21239,690,1264,1629,690,1264.0,1194.3333333333333,1051.0501560208975
K02566,691,513,1164,513,691.0,789.3333333333334,704.9530968900401
R39144,692,1533,400,400,692.0,875.0,652.5423972081713
M94132,693,1118,1607,693,1118.0,1139.3333333333333,1013.604819580516
R46753,694,630,1852,630,694.0,1058.6666666666667,840.7646227348935
R40717_,695,472,523,472,523.0,563.3333333333334,548.4923074955695
M81840,696,1243,692,692,696.0,877.0,813.8079238176714
R34098,697,1574,322,322,697.0,864.3333333333334,579.6390977608104
L26405_,698,857,28,28,698.0,527.6666666666666,78.3007451778485
X62899,699,940,1882,699,940.0,1173.6666666666667,991.4751054211797
T56604,700,540,1836,540,700.0,1025.3333333333333,784.2961757526444
