Feature,value_MI
T62972,0.0861331211583047374
H79852,0.0860239867537544445
H04282,0.0858566984011068790
T61446,0.0858154280986760387
T54364,0.0847297165078710890
X64229,0.0844286734648924675
X61118,0.0842013611620286984
M64098,0.0840211650140905153
T90280,0.0839180041542884059
Z17240,0.0838826627077815523
H87473,0.0832830001417999011
R01755,0.0830987517221324357
L37033,0.0829761560044357527
D49396,0.0829297674805675733
L09604,0.0825744262689647179
L31881,0.0825363213209928670
X59131,0.0817985079315013408
Z49269_,0.0816748109528462329
X73882,0.0816464405924022252
R60877,0.0816444936146487610
J04977,0.0815525314970699799
T57630,0.0813574598598729715
X04011,0.0811712164479478915
T62220,0.0810246336400748390
R15447,0.0809167938950132726
D21261,0.0808790180507861223
T41204,0.0808616295253328232
H73758,0.0806928243162052805
T55558,0.0806243029765862929
R33481,0.0803520153559764694
M95678,0.0802104214144472305
T88902,0.0801394350531385857
R96070,0.0801314921515823286
J03490,0.0799479374826088662
T51529,0.0798657839730358976
T95048,0.0798229504624603514
H65355,0.0796993733227540080
U09414,0.0796425305239760739
H87465,0.0794565605799415486
H22948,0.0792101224302776963
J03239,0.0790979138503271617
R38513,0.0789199714048325340
X70040,0.0788286971487222043
T78624,0.0786780173110106507
T87873,0.0786760686704173207
X70944,0.0786411507631086248
R80703,0.0785986818994823810
H49870,0.0785160038331831345
M63509,0.0784085270722307826
R35903,0.0783862375338120199
M34175__,0.0783410318434452080
J03161,0.0782080953396657730
M74903,0.0781638568678830747
T68848,0.0780488285270484194
M59371_,0.0776609995101869011
Y00345,0.0772232809984645385
R85464,0.0771861607288968354
M97370,0.0770395779210235609
L38951,0.0766155395937591077
H55916,0.0766069907948878637
L06175,0.0765895798903801772
U12255_,0.0764041246646023353
R39209,0.0763948691828415516
T63496,0.0762709021523475528
T51534,0.0761744658866814195
K02566_,0.0760261200527267977
R51749,0.0758845294368775125
H62854,0.0758223363812011719
M11799,0.0757358860931378608
H85361,0.0756399132055445289
T48014,0.0755577745229609743
M22806,0.0754425796209892141
H42927,0.0753856762671216707
Y00097,0.0753662173673319558
H05070,0.0753547286673883487
T51858,0.0753156745842167297
R08183,0.0752963548779899128
X86018,0.0750571915839230996
R01182,0.0750198103177641684
R60591,0.0746805056734312078
D42046,0.0745288270231756478
U37673,0.0744645991363672710
M85079,0.0744459797629091202
R39465_,0.0740220309518635489
R44052,0.0739987659499459216
M31516_,0.0739748940807227751
H11125,0.0736887396911529713
M36981,0.0734126285778802234
M22490,0.0732855603056503657
U22055,0.0732671406808440562
T78489,0.0731584854513462890
D26600,0.0728333003276493418
M55543,0.0726147017219538338
H89087,0.0725144021247501325
D00596,0.0724641130633005837
T52342_,0.0723505219704825286
H25136,0.0722938996365705133
T84481,0.0721800557227914030
M94556,0.0719343655287894013
H45526,0.0715642736553965264
H24956,0.0714080454749748128
T49838,0.0711942136079171117
T47144,0.0711747885884919107
R40717,0.0710461985405472785
R98189_,0.0710451914830887432
U09770,0.0709521617529620396
U20982,0.0708843848113711594
D90391,0.0707723684280074927
M85038,0.0706209741233874144
R50505,0.0705871593718307988
U07695_,0.0705578362281813476
H11719,0.0704821137522038121
R81330,0.0702984969345863409
K02268,0.0702909278255989811
T49423,0.0702151299675428664
R02593_,0.0701587347498577873
T49941,0.0701243605219348254
T74906,0.0700937459751915792
H70635,0.0699861027223867005
H62885,0.0699579498716536019
R54941,0.0698887090766058261
M32315,0.0698627046151176767
M81637,0.0695682857723121106
X56411,0.0691509164033294876
H16096,0.0689418512749098156
R36455,0.0684617998367287317
H64807,0.0684160330071557077
R60508,0.0683700664289312865
D42047,0.0682668651066897780
T93094,0.0678088602937210183
H40699,0.0676703852857016841
D17400,0.0676492992969988105
X52228,0.0674059319970548021
T72879,0.0672711205719207506
R80966,0.0670548734298026528
Z23064,0.0668585179415763786
M37583,0.0668390656238615488
T99478,0.0667299278936315243
M65209,0.0667011260503134196
M24283,0.0662062672300278710
M26683,0.0660166850432915009
X84707,0.0660158793973246727
T97473,0.0658778901464327493
Z47087,0.0657738275423698227
X07290,0.0655702229032812944
H03461,0.0653358023059573689
M64110,0.0651885760031141182
R62945,0.0650709909524362917
R28373,0.0648410619630195306
L07648,0.0640607300325579665
D45887,0.0638019195220749236
L42542,0.0637171476631093192
H82631,0.0636765902340319379
U37408,0.0636467431572209641
T58861,0.0627881801729268663
X86693,0.0626994792761461639
T89730,0.0626651563884073060
X05276,0.0626563979331296039
M67454,0.0626252288292548087
H15552,0.0625544215003832615
T62878,0.0623223217426662757
U18062,0.0623116087575705802
R41873,0.0622886254684578144
L09159_,0.0622281829675630505
L19437_,0.0621137265743940681
L37112,0.0620530411602930876
T47719,0.0619254357907523811
R71585,0.0618456702579506246
R94588,0.0617080008958981185
D38551,0.0616484054733992259
X69910,0.0614395865145800357
M19156,0.0613313614063553114
R12389,0.0612147905735906939
R16156,0.0611823857024760276
H02540,0.0611028745841901699
X68194,0.0609852726520720978
U02081,0.0608987519011652267
M31776,0.0608460426454200398
X75535,0.0608401522667694206
R34698,0.0607952421913935392
H41528,0.0607937269977529837
H79136,0.0607520970368931046
T48904,0.0605987382946997499
M91670,0.0605967018007280700
R44770,0.0604550871429843095
T61661_,0.0604397798696125754
D00763,0.0602860673582148454
R09479,0.0602566744445713898
M28219,0.0602532952073213668
M85085,0.0602427099144779987
X89985,0.0602095441555061672
L33930,0.0600817149954182561
U07695__,0.0599521784451042539
H17434,0.0598470482284938488
U29607,0.0595587787064779661
X61587_,0.0594374220124156416
T40454,0.0593816642860047761
T94579,0.0593220356067065691
T65003,0.0593064838265739969
M80613,0.0589884534182860687
M11354,0.0587918534232991785
R52081,0.0587764210905041828
X54232,0.0585923375691344006
L12723,0.0585539864515607356
H49587,0.0581960110935855202
R37428,0.0579367497456144687
H64526,0.0576571234579239533
T49703,0.0576511258712808505
H09719,0.0576289482281355792
X82103,0.0575103168595041403
U19969,0.0572986360145215645
M57298,0.0572341145671726448
Z15108,0.0572140853132727667
T53868,0.0571501276379595691
U26401,0.0570663611736130783
R23889,0.0569069327883779952
H41129,0.0567268311451785134
H70425,0.0566394583273555074
H40137,0.0566041682210325359
J03075,0.0565201812918192381
M93651,0.0564602916159306911
X72018,0.0564224710135938778
M84349,0.0563933808753958044
T56011,0.0563720733825512355
R72300,0.0562754406246279704
J04162,0.0561458658982787462
T53396,0.0560011339698660571
U12140,0.0559874221914484771
R44301,0.0559803485876864126
Y00264,0.0555540675953800633
U10117_,0.0555287858457151895
M29550,0.0555193866427674543
T51261,0.0555114437412114192
U12255,0.0553499995782191778
X81817,0.0552633702577187691
H86060_,0.0551415834423838458
control2,0.0548073614762831784
control3,0.0548073614762831784
control1,0.0548073614762831784
control,0.0548073614762831784
T71207,0.0547619227804649888
H29054,0.0547513374876216208
J04173,0.0547127559974274202
L12350,0.0546265742580196445
R72374,0.0543731314642543762
J03040,0.0542773491104073802
control6,0.0542273095442387110
control7,0.0542273095442387110
control5,0.0542273095442387110
control4,0.0542273095442387110
T79152,0.0541683631143248245
M26697,0.0538547430426403739
L24038,0.0537906941882688727
T70331,0.0535736621163978022
Z25521,0.0534324950397471188
T90774,0.0532506652208202258
R91062,0.0531704363099461119
M81651,0.0531394189402192296
R01124,0.0527553943626459798
H43908,0.0526204039050750527
X03484,0.0525448630943650130
J03544,0.0524750211097675390
T70058,0.0524411924355412395
X03068,0.0524278097608679161
R39681,0.0523063810104069660
X61587,0.0522043772793709948
T54303,0.0520284571937086326
H62531,0.0519929847292692759
X66503,0.0519521877126651876
R71401,0.0518360562160784522
T83361,0.0517359836658164429
U13991,0.0513355792830889612
U05040,0.0512188932293708987
T90549,0.0511793270607723283
U14394,0.0511043124696288764
R26146,0.0508909298465041182
T50500,0.0508273492894395496
T50797,0.0507962739974536781
R00285,0.0505732160706611200
K03460,0.0504263995644864682
R56207,0.0503881155840770756
U00968,0.0503837450863482417
L11706,0.0502430637668245250
U19252,0.0501649773559704748
H40891,0.0498848554033977098
R46502,0.0498166216658089134
H64576,0.0497246885093598490
H23975_,0.0496399100683193595
L20469,0.0496252359905522411
X83299,0.0496122113807535570
H73943,0.0494614436896634313
M92287,0.0494180283236675955
D28137,0.0493762018705505845
R71251,0.0493698014609242897
R41827,0.0493680111365533136
L11369,0.0491716589740072152
H85835,0.0490526454986073279
X16316,0.0489061390428027210
D78152,0.0488185605871027661
H15069,0.0488108174341983503
H80240_,0.0486581475234642014
R44072,0.0486331724984889746
H68220,0.0485629470250377171
U24166,0.0480993665710696128
T97199,0.0480587021659542035
X77548,0.0477683115529827784
T72863,0.0475765928247364744
X53004,0.0475062975812912125
L36818,0.0474577126536743776
R10620,0.0473272651441944969
H70250,0.0472882808310164382
V00520,0.0472835746474680185
T69026,0.0472436569960701380
U06698,0.0471642236637512813
T89666,0.0468291903221160766
M80815,0.0466742880035317942
H90764,0.0466311356885771300
L32977,0.0466310751334884088
D26069,0.0465279475304856138
M77693,0.0461469806384831038
U14971,0.0461189752262269881
X60708,0.0460262364238108734
R71251_,0.0459953980865210887
V00523,0.0459009584759522138
M81635,0.0457048666171468998
U33849,0.0456371989379991128
X12548,0.0455494970857162063
M62831,0.0455347923839797275
H65223,0.0454493359892256255
R44628,0.0453627422119295964
R53936,0.0452525477468963544
H11084,0.0451905474661860040
H43908_,0.0451389069074492610
T90668,0.0450875245980022488
M88279,0.0450689052245443200
H61535,0.0450297418789293857
R56401,0.0450189933506284223
U33429,0.0449077312730477018
H24250,0.0447651766950092345
T57633,0.0445811313496733419
H63361,0.0444908990013770378
M94630,0.0442195753429563965
H29293,0.0441329486552859418
T61599,0.0438350808052359042
R56399,0.0437339050992218148
M14200,0.0434022475094995031
Z48541,0.0432797396451811700
U37012,0.0432408879434906801
D59253,0.0431650742884552852
X75861,0.0429710860607859235
R70253,0.0429692128022711728
H55758,0.0427131516591130467
R83354,0.0426879528435917255
X16504,0.0426838591394331779
M12272,0.0425920743914516287
L35545,0.0425337611571421359
R51644,0.0424940159561064679
D26535,0.0424627747958332691
R00544,0.0424484074427560198
L24203,0.0422897399453789902
U29175,0.0421852090440091310
H43908__,0.0421539885999504538
H06245,0.0421132073803265339
U22897,0.0419780378903182871
T74556,0.0419750120306614516
X51345,0.0419247375642477493
Z23115,0.0418954243283529149
U09412,0.0416289759781631741
X80230,0.0416149087677013529
Z22572,0.0414867827906790776
M92843,0.0414620152983746770
R96357,0.0413293204365725586
T61333,0.0413140065811259394
M31994,0.0413038464903205949
L03840,0.0412148739511579709
T72175,0.0408812917627372485
X01410,0.0408312521965688013
H11374,0.0406326604657187840
H29895,0.0405664872639970309
H23098,0.0404265296262862339
U31248,0.0403222870197965655
T48386,0.0401200010820914610
M34175,0.0400770556762435337
R38736,0.0399087875644266177
M33210,0.0398939950093113449
T72938,0.0397988168899399142
T72599,0.0396961641663193809
X02875,0.0394374175366052349
R01221,0.0393525337823663612
X13482,0.0392924618176453411
R38636,0.0392902686702909509
M25809,0.0392525665453025141
H02630,0.0392504787111460640
H80240,0.0391779771561968637
R23907,0.0390200639646023362
U15782,0.0389043260760941756
L42611,0.0388823946025493861
X74795,0.0386599467994568347
M97676,0.0385133192334745633
D14658,0.0384908059045094841
R21547,0.0384781775356191069
H20505,0.0381288918329178994
U14631,0.0378845606400699531
T47778,0.0377134470626343532
D21239,0.0374576544681322066
K02566,0.0372846196176777056
R39144,0.0372308427493850402
M94132,0.0371461121631921909
R46753,0.0370881249358891996
R40717_,0.0369708205135563794
M81840,0.0368395002209456202
R34098,0.0366957819320659073
L26405_,0.0366709859395280002
X62899,0.0365355926589736590
T56604,0.0364855530928052119
R42374,0.0364085691448532422
H17646,0.0362085899126161070
T79616,0.0361453467042116561
X86779,0.0361071680370006476
X17097,0.0360945462501851555
T99303,0.0360091925357994835
X56253,0.0358141831165315061
M90516,0.0357547426845747918
H06970,0.0357357204881336710
X07767,0.0355337271409787991
M37984_,0.0352967553314267324
M59807,0.0348860259595968891
H17802,0.0346459052854153349
T63591,0.0346094208442819795
U20285,0.0345812614114733297
H17108,0.0345144507184766969
X51417,0.0344620389725165399
D11466,0.0344486562978438826
X57346,0.0343051104593263823
H11661,0.0342830512935290432
U28049,0.0341574617017450510
Y00971,0.0341294414624997433
H09263,0.0338544028810097153
R93738,0.0338360072980976589
R37276_,0.0337386584104264475
H48027,0.0337311805497828576
T57882,0.0337088876856841413
M28373,0.0336724032445505639
L25616,0.0335390372430632855
T86444,0.0334067770301575973
T64878,0.0333915816520595765
L01664,0.0331895659258503173
T89422,0.0330737319390481677
R71651,0.0329967479910968642
M59819,0.0329907504044537614
M94203,0.0329230302506484662
J04621,0.0328871015011198420
T63499,0.0327783731759478947
T57882_,0.0327663332445529143
H87344,0.0327057995645996247
D13315,0.0326451282846380586
R99907,0.0325627286054643861
M58050,0.0322708925688466319
X17042_,0.0322363541354764305
R06749,0.0322316081130538112
M68520,0.0322165246302281716
T63508,0.0321454935108098638
X66362,0.0321187281614638831
R78934,0.0320589068939682864
H56686,0.0319071118208154036
H20819,0.0317515773910872490
X74874,0.0316282721257168387
D13641,0.0315904481976998497
T95318,0.0315287748488000119
M82919,0.0315155997067977367
Y00711,0.0314984943250358196
R67072,0.0314955544239639007
M14676,0.0312970011011024507
T94993,0.0311619308031136910
H10925,0.0310899564377205007
X74295,0.0310138420165049222
M69066,0.0309887169202223145
T62568,0.0309608358745392387
T67173,0.0309045575406468043
R61324,0.0308919979024755431
U25165,0.0308384672037838037
H24310_,0.0307007399194723085
H75867,0.0305833907390298254
H28111,0.0304674224779002412
T57483,0.0303333587764740287
M60706,0.0303215557997753571
R40446,0.0302566117832188120
X82634,0.0301425681207876384
T51539,0.0300413700357187174
D16431,0.0299885554667751464
L26050,0.0299208397731229869
T61338,0.0298918489896131678
U08198,0.0296413668131350061
T65580,0.0295917300699497510
T98616,0.0293811431658144162
T50321,0.0292207301021760735
H78063,0.0291693030346196203
M19283,0.0289419765976155485
R39130,0.0287212743607840881
Z29505,0.0287205134729264788
H79575,0.0287197078269596506
M33680,0.0286232044241299111
M88468,0.0283429498600686891
X83412,0.0282805794347953388
D13636,0.0282528807472295362
T78096,0.0281405760689852347
U23852,0.0279408272093695231
T65380,0.0278184137805042031
T93284,0.0276637455518322639
H05814,0.0276200010820915054
T96832,0.0276072450209485787
T69748,0.0275878200015235997
L49218,0.0274918138571302872
M28129,0.0271314456031486184
K03192_,0.0270684021433960087
H78819,0.0270541914437016917
X15183,0.0269081904912484848
M24398,0.0266599396381592690
M16827,0.0266229246817892840
X17651,0.0265945927986188657
T54670,0.0265837165780651308
T62864,0.0264921862445992584
L08069,0.0264056257241029879
L37936,0.0264043708342034389
L20492,0.0262059133776813002
T47383,0.0260633380834280892
T95291,0.0259917840008383472
R46069,0.0259749167757175048
T57780_,0.0255239821504591458
T49647,0.0254136500854182934
R99230,0.0252172738809774977
L34059,0.0248416414488934478
M23419_,0.0248306309540120562
T93885,0.0248288406296410802
D26129,0.0247385345621051744
D50063,0.0246084385354248258
L34840,0.0244591834051450796
U14971_,0.0244022925918625511
T96942,0.0242729896705642378
T64128,0.0241595311892337516
D00762,0.0240431567794407997
T58756,0.0237816733229858635
X57830,0.0236393491175685977
L19067,0.0235637526710046341
H28452,0.0234861421095229339
M23114,0.0233393355111035650
U07695,0.0232683043916852572
H11095,0.0232599586671455860
H15542,0.0231971389979392928
H89688,0.0231513962102611881
R70016,0.0231345224030643504
U31383,0.0231337167570977442
X16135,0.0230129146201663026
R88740,0.0229779967128578289
H82746,0.0228039166289100148
T72889,0.0227947188374546528
R41866,0.0226270997182227429
T47562__,0.0226096888137150565
R60883,0.0222839774704510774
M96233,0.0222351529553082017
J04182,0.0220580898750193377
X67155,0.0220572842290525095
D14662,0.0218614675009776160
R28281,0.0216408547803648155
M83751,0.0215784172179271927
T74272,0.0214500314462582331
U07664,0.0214296412626993060
U30498,0.0213949023878281519
U27699,0.0213292040654879944
U18920,0.0210814919725499372
R67027,0.0210548592346917474
L02426,0.0210279819900724974
H09273,0.0210081989057731011
M22760,0.0209961589743787869
R99916,0.0207589857533343469
H81068,0.0206743929268060622
R22779,0.0205082060670707111
U02020,0.0204194217752506901
H46732,0.0202447374568279770
H11460,0.0202341521639846089
M63167,0.0201651907953377396
M28650_,0.0201477466340307387
R49974_,0.0201334033228484088
M18216,0.0199564952331019452
R07007,0.0199535188188351142
H53092,0.0198627046151180764
H09137,0.0197189284039793744
T53549,0.0195621091532320879
M76558,0.0195246193174796190
R60859,0.0194790828605277966
R59202,0.0194271186956611608
R62549,0.0193697545965509921
H11940,0.0193115084994055497
R80855,0.0192931129164937154
M83667,0.0191643231198972419
H38185,0.0191008768371609960
M29273,0.0190068400495759793
M31516,0.0189703556084424019
Z23115_,0.0189621747822001918
X00700,0.0189247470950919539
H22688,0.0188972274399632489
X02750,0.0187855111992150103
X67325_,0.0187436176089337270
T63133,0.0186440996158028227
H48072,0.0186008839984583840
H51524,0.0185520081431309602
X58521,0.0184992383322966081
M36205,0.0184734576613547752
T64467,0.0182528225616873652
T71643,0.0182118017545374045
H71122,0.0179434321313292067
R86975,0.0178751983937408543
H87135,0.0177772097283896979
X59511,0.0177052294737718441
R44863,0.0173933549683489286
H20856,0.0173754451425640610
R33367,0.0172938129333231050
M85289,0.0170955552947376077
U28389,0.0170777655398561823
R00254,0.0169819384278999674
T90759,0.0167478021762113016
M31013,0.0167134055692343964
D13627,0.0166399897987246081
R34876,0.0166125497520595022
U14588,0.0165998832071350133
X74819,0.0164617017596560000
R70030,0.0164059256034352341
M59371,0.0163864699600408947
L27476,0.0163684837821871376
X14618,0.0162790570798574397
H69695,0.0162190588343753550
X07979,0.0161557369874969492
R56070,0.0159644970878780601
U27699_,0.0158760550639522879
R83285,0.0156813572886094210
R98410,0.0156803278520958322
J02645,0.0155236297115268762
R44884,0.0152883297489969650
R50158,0.0151945996861020394
X66975,0.0151908531690729820
M73481,0.0147101958335771332
R80400,0.0146584107011464848
X54941,0.0146211719542301832
U10117,0.0146158839152610298
R89823,0.0146087226177771257
H66976,0.0145337593668177778
U07132,0.0144675348249116986
J03077,0.0144328298304041702
J02906,0.0140647391397326071
M95627,0.0136038583064614915
T65740,0.0135971064140356646
M57732,0.0135553918561923670
X16356,0.0134959083289665216
L13738,0.0133723311892606223
H27771,0.0131436620089784295
H79349,0.0131145692379501799
M81601,0.0130344522223491133
R93337,0.0129990709369682822
T94350,0.0129275425591128812
K03192,0.0129238996924418981
U18934,0.0127388696687020797
M65105,0.0126805531779978775
H81558,0.0126268493360937040
T95063,0.0124557904245223838
M11220,0.0122082175251467806
H14607,0.0121641788713009458
T47069,0.0121438553640107472
R71092,0.0120928311194377081
M29277,0.0117760108429401100
R44112,0.0116812355465518714
M22538,0.0115100515755575117
R61368,0.0114130001976715523
R98959,0.0113823856509280841
X14830,0.0112611359329040095
H42477,0.0110589859323673156
R54317,0.0109003855721536702
M28128,0.0108956669173052578
M13686,0.0108787674053745231
X67699,0.0107767189162288890
L14848,0.0107767189162288890
D12686,0.0105307283476576696
L20688,0.0104103290337098642
X15882,0.0103778872577902082
D90041,0.0103183511191515809
T67406,0.0103081015121275765
D25216,0.0102795458384106198
T52003,0.0102157655326948760
U18299,0.0101693289943225462
T48296,0.0101279053641896155
X79066,0.0100671014727402586
J03569,0.0100619319111194816
L28809,0.0100531974977360328
U14577,0.0099884838538004672
T56940,0.0099351126732747375
H22939,0.0098326808754165551
T85247,0.0097506392611170778
R67358,0.0097446143761847903
R38513_,0.0095989474467117475
U27143,0.0095174718908528355
H54676,0.0092076338794020440
T62067,0.0091994431454047731
L39874,0.0091864632937150859
X77130,0.0091786753827012291
M38690,0.0091488217238158143
L09159,0.0090691009491232766
T64983,0.0089835234441908440
U10324,0.0087878923306281553
R39681_,0.0087126091908287240
