Feature,rank_mi,rank_RFE,rank_embed,value_min,value_med,value_mean,value_harmo
tqwt_entropy_log_dec_29,528,161,113,113,161.0,267.3333333333333,176.94232646670557
tqwt_maxValue_dec_24,529,377,406,377,406.0,437.3333333333333,428.20847604928167
tqwt_medianValue_dec_1,530,75,199,75,199.0,268.0,148.1828967498205
tqwt_medianValue_dec_29,531,398,461,398,461.0,463.3333333333333,456.9688167890595
tqwt_minValue_dec_5,532,471,369,369,471.0,457.3333333333333,446.90283383198084
tqwt_entropy_shannon_dec_22,533,410,404,404,410.0,449.0,441.7972917521543
tqwt_TKEO_std_dec_27,534,486,493,486,493.0,504.3333333333333,503.4680633381603
std_1st_delta_delta,535,80,48,48,80.0,221.0,85.22123893805309
det_LT_entropy_shannon_2_coef,536,604,668,536,604.0,602.6666666666666,597.8112016983887
tqwt_energy_dec_18,537,29,117,29,117.0,227.66666666666666,66.82710434623144
det_TKEO_std_8_coef,538,276,226,226,276.0,346.6666666666667,302.82526199270876
VFER_std,539,308,361,308,361.0,402.6666666666667,381.0915619389587
tqwt_stdValue_dec_23,540,556,696,540,556.0,597.3333333333334,589.7159886214837
Ea2,541,615,686,541,615.0,614.0,608.2514117493433
tqwt_minValue_dec_31,542,482,474,474,482.0,499.3333333333333,497.5609654174815
tqwt_medianValue_dec_14,543,104,104,104,104.0,250.33333333333334,142.36638655462184
tqwt_minValue_dec_27,544,681,561,544,561.0,595.3333333333334,589.4841602777376
tqwt_skewnessValue_dec_19,545,425,463,425,463.0,477.6666666666667,472.6172813209252
tqwt_entropy_shannon_dec_24,546,392,400,392,400.0,446.0,435.88671355255656
tqwt_maxValue_dec_25,547,645,548,547,548.0,580.0,576.5506828318411
tqwt_energy_dec_7,548,193,299,193,299.0,346.6666666666667,289.8369744869746
det_LT_TKEO_std_3_coef,549,622,704,549,622.0,625.0,618.5994019875423
det_LT_entropy_log_4_coef,550,503,517,503,517.0,523.3333333333334,522.603528891628
tqwt_maxValue_dec_26,551,162,28,28,162.0,247.0,68.64673246296671
mean_MFCC_9th_coef,552,354,408,354,408.0,438.0,423.2844036697248
det_LT_TKEO_mean_8_coef,553,606,653,553,606.0,604.0,601.2172426266891
tqwt_maxValue_dec_27,554,67,38,38,67.0,219.66666666666666,69.69253574016734
tqwt_TKEO_mean_dec_3,555,413,395,395,413.0,454.3333333333333,444.13158647753755
det_entropy_shannon_4_coef,556,641,533,533,556.0,576.6666666666666,573.0882172814278
std_MFCC_6th_coef,557,297,324,297,324.0,392.6666666666667,363.6912366412214
tqwt_TKEO_mean_dec_2,558,488,370,370,488.0,472.0,458.43536713360953
std_MFCC_5th_coef,559,366,300,300,366.0,408.3333333333333,381.94750401374006
mean_MFCC_11th_coef,560,100,101,100,101.0,253.66666666666666,138.333605087233
tqwt_minValue_dec_29,561,289,252,252,289.0,367.3333333333333,325.6977910285947
tqwt_TKEO_std_dec_28,562,569,665,562,569.0,598.6666666666666,595.1686502290808
tqwt_meanValue_dec_9,563,327,260,260,327.0,383.3333333333333,345.6039335645401
mean_12th_delta_delta,564,291,286,286,291.0,380.3333333333333,344.5907589305378
tqwt_skewnessValue_dec_1,565,443,476,443,476.0,494.6666666666667,489.54909101866457
tqwt_entropy_log_dec_23,566,202,122,122,202.0,296.6666666666667,201.15326782933067
det_TKEO_mean_8_coef,567,682,749,567,682.0,666.0,657.1658628265876
mean_6th_delta,568,376,462,376,462.0,468.6666666666667,455.6057725459292
det_LT_TKEO_mean_6_coef,569,502,520,502,520.0,530.3333333333334,528.8600666066906
tqwt_entropy_shannon_dec_31,570,120,90,90,120.0,260.0,141.51724137931035
det_entropy_shannon_2_coef,571,446,447,446,447.0,488.0,481.4943723432004
tqwt_stdValue_dec_22,572,583,695,572,583.0,616.6666666666666,611.9493469905412
tqwt_energy_dec_9,573,317,145,145,317.0,345.0,254.31645911854542
tqwt_stdValue_dec_26,574,538,699,538,574.0,603.6666666666666,596.2423018138293
tqwt_meanValue_dec_26,575,280,356,280,356.0,403.6666666666667,369.4787055739396
tqwt_entropy_log_dec_32,576,37,119,37,119.0,244.0,80.71785187621342
det_LT_TKEO_std_8_coef,577,703,564,564,577.0,614.6666666666666,608.6887883563581
std_MFCC_11th_coef,578,383,475,383,475.0,478.6666666666667,465.38085915889826
det_LT_TKEO_mean_2_coef,579,537,684,537,579.0,600.0,593.906352889924
b1,580,78,127,78,127.0,261.6666666666667,133.817058211574
tqwt_meanValue_dec_33,581,247,291,247,291.0,373.0,325.86807558752
tqwt_maxValue_dec_20,582,31,46,31,46.0,219.66666666666666,53.84506920415225
det_TKEO_std_1_coef,583,54,94,54,94.0,243.66666666666666,97.17517513134852
mean_9th_delta_delta,584,385,379,379,385.0,449.3333333333333,431.7631580280734
tqwt_kurtosisValue_dec_29,585,507,413,413,507.0,501.6666666666667,491.55381084041943
tqwt_minValue_dec_26,586,679,557,557,586.0,607.3333333333334,603.067099380589
tqwt_medianValue_dec_32,587,469,386,386,469.0,480.6666666666667,466.82091726837297
tqwt_stdValue_dec_2,588,678,738,588,678.0,668.0,662.1610176357792
b3,589,177,229,177,229.0,331.6666666666667,256.0967543542856
tqwt_energy_dec_19,590,135,80,80,135.0,268.3333333333333,138.87395568470757
tqwt_minValue_dec_30,591,438,391,391,438.0,473.3333333333333,459.2283903284498
tqwt_skewnessValue_dec_34,592,575,586,575,586.0,584.3333333333334,584.2481708781542
tqwt_kurtosisValue_dec_4,593,200,319,200,319.0,370.6666666666667,305.46361759790295
tqwt_entropy_shannon_dec_30,594,214,203,203,214.0,337.0,265.89834443910144
tqwt_maxValue_dec_31,595,278,267,267,278.0,380.0,332.4794918958798
det_entropy_log_6_coef,596,435,345,345,435.0,458.6666666666667,436.3475376247042
mean_MFCC_8th_coef,597,358,292,292,358.0,415.6666666666667,380.0838351069661
tqwt_skewnessValue_dec_10,598,50,112,50,112.0,253.33333333333334,98.03661345095438
tqwt_skewnessValue_dec_29,599,305,166,166,305.0,356.6666666666667,273.4174282288383
f2,600,114,223,114,223.0,312.3333333333333,201.03329203679786
tqwt_meanValue_dec_18,601,192,144,144,192.0,312.3333333333333,217.12899853648338
tqwt_meanValue_dec_28,602,268,273,268,273.0,381.0,331.2912352135912
mean_delta_delta_0th,603,307,368,307,368.0,426.0,393.0253672589091
tqwt_medianValue_dec_2,604,461,471,461,471.0,512.0,504.3738640282337
tqwt_kurtosisValue_dec_3,605,409,393,393,409.0,469.0,451.6433314188316
tqwt_entropy_log_dec_22,606,545,615,545,606.0,588.6666666666666,586.9642676530509
tqwt_minValue_dec_1,607,649,710,607,649.0,655.3333333333334,652.6379653776961
std_0th_delta,608,501,516,501,516.0,541.6666666666666,537.7568666091884
tqwt_entropy_shannon_dec_23,609,342,360,342,360.0,437.0,408.5083848190644
det_TKEO_std_7_coef,610,705,730,610,705.0,681.6666666666666,677.5607913669064
std_MFCC_3rd_coef,611,315,423,315,423.0,449.6666666666667,418.09920347574223
tqwt_stdValue_dec_31,612,338,341,338,341.0,430.3333333333333,398.6648380010776
tqwt_meanValue_dec_1,613,262,296,262,296.0,390.3333333333333,339.88581669470886
mean_10th_delta_delta,614,174,236,174,236.0,341.3333333333333,258.32942172921133
tqwt_skewnessValue_dec_2,615,553,611,553,611.0,593.0,591.5997876142475
tqwt_TKEO_mean_dec_1,616,668,530,530,616.0,604.6666666666666,599.1402260789298
apq3Shimmer,617,183,153,153,183.0,317.6666666666667,220.24533064752603
tqwt_minValue_dec_21,618,12,165,12,165.0,265.0,32.96266364958785
tqwt_TKEO_std_dec_25,619,137,89,89,137.0,281.6666666666667,148.87795143569141
det_entropy_shannon_8_coef,620,646,570,570,620.0,612.0,610.3420250592617
mean_1st_delta_delta,621,117,132,117,132.0,290.0,169.17542467058263
tqwt_TKEO_mean_dec_23,622,365,445,365,445.0,477.3333333333333,454.91530893289996
IMF_NSR_SEO,623,346,384,346,384.0,451.0,422.5663672841502
Ed_6_coef,624,323,318,318,323.0,421.6666666666667,382.4972607808266
VFER_NSR_TKEO,625,401,375,375,401.0,467.0,443.75860712177854
det_LT_entropy_log_6_coef,626,226,198,198,226.0,350.0,270.9359452174922
tqwt_meanValue_dec_19,627,115,234,115,234.0,325.3333333333333,205.98661962373794
tqwt_maxValue_dec_30,628,643,574,574,628.0,615.0,613.5311949092873
mean_1st_delta,629,125,204,125,204.0,319.3333333333333,207.0138228625759
tqwt_kurtosisValue_dec_11,630,349,414,349,414.0,464.3333333333333,436.8026603708396
det_TKEO_mean_9_coef,631,689,748,631,689.0,689.3333333333334,686.0179745858117
tqwt_TKEO_std_dec_33,632,424,380,380,424.0,478.6666666666667,456.4578751075834
tqwt_skewnessValue_dec_7,633,386,247,247,386.0,422.0,365.0063362975298
tqwt_entropy_shannon_dec_2,634,373,435,373,435.0,480.6666666666667,457.5191356313387
tqwt_entropy_log_dec_30,635,369,365,365,369.0,456.3333333333333,427.07323873330284
tqwt_stdValue_dec_29,636,573,702,573,636.0,637.0,632.6405626363191
tqwt_kurtosisValue_dec_7,637,427,443,427,443.0,502.3333333333333,486.29338091964627
det_LT_TKEO_std_5_coef,638,616,629,616,629.0,627.6666666666666,627.5363106651525
tqwt_kurtosisValue_dec_9,639,620,598,598,620.0,619.0,618.5453178331544
mean_9th_delta,640,122,178,122,178.0,313.3333333333333,195.09405004772688
tqwt_kurtosisValue_dec_21,641,139,175,139,175.0,318.3333333333333,207.34566642582635
tqwt_meanValue_dec_7,642,318,333,318,333.0,431.0,389.34293175726754
det_TKEO_mean_7_coef,643,680,751,643,680.0,691.3333333333334,688.490892939888
ddaShimmer,644,531,558,531,558.0,577.6666666666666,573.816863035202
std_2nd_delta_delta,645,86,79,79,86.0,270.0,116.11469806304596
det_TKEO_mean_10_coef,646,691,747,646,691.0,694.6666666666666,692.2245660409999
tqwt_skewnessValue_dec_6,647,266,314,266,314.0,409.0,353.3690887214898
tqwt_minValue_dec_36,648,384,436,384,436.0,489.3333333333333,465.7694738288227
det_LT_TKEO_mean_10_coef,649,712,732,649,712.0,697.6666666666666,695.8221320131108
tqwt_entropy_shannon_dec_25,650,36,97,36,97.0,261.0,75.70879010918148
tqwt_energy_dec_31,651,250,182,182,250.0,361.0,271.97060587882424
tqwt_skewnessValue_dec_9,652,432,426,426,432.0,503.3333333333333,484.1852987700552
tqwt_kurtosisValue_dec_30,653,126,142,126,142.0,307.0,181.70634953550098
tqwt_skewnessValue_dec_15,654,525,498,498,525.0,559.0,551.2835145277983
tqwt_kurtosisValue_dec_31,655,478,466,466,478.0,533.0,520.4095507140921
tqwt_skewnessValue_dec_14,656,178,147,147,178.0,327.0,215.1295004303034
tqwt_kurtosisValue_dec_33,657,151,207,151,207.0,338.3333333333333,231.20488398013984
tqwt_kurtosisValue_dec_8,658,484,510,484,510.0,550.6666666666666,540.8663413594526
tqwt_skewnessValue_dec_31,659,387,254,254,387.0,433.3333333333333,373.2068397997376
tqwt_kurtosisValue_dec_32,660,38,155,38,155.0,284.3333333333333,87.50806633150748
tqwt_kurtosisValue_dec_14,661,412,128,128,412.0,400.3333333333333,255.26388658354406
tqwt_skewnessValue_dec_4,662,252,187,187,252.0,367.0,277.0998691308751
tqwt_kurtosisValue_dec_10,663,181,196,181,196.0,346.6666666666667,247.21474842954592
PPE,664,230,343,230,343.0,412.3333333333333,342.10248126749707
tqwt_minValue_dec_32,665,672,567,567,665.0,634.6666666666666,630.8454312553373
Ed2_5_coef,666,608,682,608,666.0,652.0,650.404529453696
det_entropy_shannon_1_coef,667,637,544,544,637.0,616.0,611.3286060012961
det_entropy_shannon_5_coef,668,320,269,269,320.0,419.0,359.73474137283847
det_entropy_shannon_6_coef,669,439,358,358,439.0,488.6666666666667,456.90135365138224
det_entropy_shannon_9_coef,670,242,95,95,242.0,335.6666666666667,185.74604067851115
det_entropy_shannon_10_coef,671,414,464,414,464.0,516.3333333333334,494.9723744742292
det_entropy_log_2_coef,672,509,519,509,519.0,566.6666666666666,557.6711892413196
det_entropy_log_3_coef,673,241,240,240,241.0,384.6666666666667,306.06222464506897
det_entropy_log_5_coef,674,660,721,660,674.0,685.0,684.0267187240074
det_entropy_log_7_coef,675,473,490,473,490.0,546.0,532.2487086000714
det_entropy_log_8_coef,676,508,495,495,508.0,559.6666666666666,548.6470831253336
det_entropy_log_9_coef,677,710,716,677,710.0,701.0,700.5738782788537
det_TKEO_mean_3_coef,678,673,694,673,678.0,681.6666666666666,681.5498146192521
det_TKEO_mean_4_coef,679,311,70,70,311.0,353.3333333333333,158.11191254648466
det_TKEO_mean_5_coef,680,677,752,677,680.0,703.0,701.3474660054131
det_TKEO_mean_6_coef,681,316,279,279,316.0,425.3333333333333,365.0871920852767
det_TKEO_std_4_coef,682,699,734,682,699.0,705.0,704.3429667224023
det_TKEO_std_6_coef,683,390,446,390,446.0,506.3333333333333,478.4396075862366
det_TKEO_std_9_coef,684,717,729,684,717.0,710.0,709.4830954974906
det_TKEO_std_10_coef,685,719,728,685,719.0,710.6666666666666,710.1766705598144
Ed_7_coef,686,713,578,578,686.0,659.0,653.5443247491794
Ed_5_coef,687,687,606,606,687.0,660.0,657.696682464455
Ea,688,324,401,324,401.0,471.0,426.5196429593908
mean_3rd_delta,689,243,259,243,259.0,397.0,318.21429986668784
f4,690,310,366,310,366.0,455.3333333333333,405.00465597516813
b2,691,286,173,173,286.0,383.3333333333333,279.74562453804344
b4,692,264,313,264,313.0,423.0,355.96251628914587
GQ_std_cycle_closed,693,563,622,563,622.0,626.0,621.5146727266984
GNE_SNR_TKEO,694,370,398,370,398.0,487.3333333333333,450.70844334158517
GNE_NSR_TKEO,695,218,71,71,218.0,328.0,149.1757152168185
VFER_SNR_SEO,696,272,339,272,339.0,435.6666666666667,372.06511757339644
mean_MFCC_7th_coef,697,182,100,100,182.0,326.3333333333333,177.20834070611022
mean_5th_delta,698,99,185,99,185.0,327.3333333333333,177.1052473596956
std_MFCC_2nd_coef,699,173,184,173,184.0,352.0,237.23395468680584
mean_7th_delta,700,361,450,361,450.0,503.6666666666667,467.22591248373624
mean_10th_delta,701,221,251,221,251.0,391.0,301.948043577857
mean_12th_delta,702,347,248,248,347.0,432.3333333333333,359.77245675399905
mean_2nd_delta_delta,703,343,430,343,430.0,492.0,450.21328423859
mean_3rd_delta_delta,704,518,527,518,527.0,583.0,571.5930070013264
mean_5th_delta_delta,705,388,456,388,456.0,516.3333333333334,484.7512008580889
mean_6th_delta_delta,706,70,52,52,70.0,276.0,85.87889319609677
mean_8th_delta_delta,707,194,160,160,194.0,353.6666666666667,234.02640428269785
Ed2_1_coef,708,463,452,452,463.0,541.0,518.614278913914
Ed2_6_coef,709,533,680,533,680.0,640.6666666666666,630.6233102677639
tqwt_minValue_dec_24,710,663,555,555,663.0,642.6666666666666,635.7887884355645
Ed2_7_coef,711,581,679,581,679.0,657.0,652.1180283936485
tqwt_TKEO_mean_dec_21,712,363,306,306,363.0,460.3333333333333,403.91587419944636
tqwt_TKEO_mean_dec_22,713,442,484,442,484.0,546.3333333333334,523.4612098846214
tqwt_TKEO_mean_dec_24,714,353,367,353,367.0,478.0,431.1449293150889
tqwt_TKEO_mean_dec_25,715,68,39,39,68.0,274.0,71.8640170799803
tqwt_TKEO_mean_dec_29,716,627,731,627,716.0,691.3333333333334,688.1470337220802
tqwt_TKEO_mean_dec_31,717,500,420,420,500.0,545.6666666666666,519.4218297226438
tqwt_TKEO_std_dec_24,718,491,392,392,491.0,533.6666666666666,501.6355034568875
tqwt_TKEO_std_dec_29,719,658,666,658,666.0,681.0,679.951571878255
tqwt_TKEO_std_dec_30,720,588,667,588,667.0,658.3333333333334,653.7629071242696
tqwt_medianValue_dec_28,721,132,102,102,132.0,318.3333333333333,159.85811678687878
tqwt_meanValue_dec_2,722,224,143,143,224.0,363.0,233.60239187087132
tqwt_meanValue_dec_20,723,474,512,474,512.0,569.6666666666666,550.867519355021
tqwt_meanValue_dec_22,724,254,287,254,287.0,421.6666666666667,340.810569501186
tqwt_meanValue_dec_24,725,371,421,371,421.0,505.6666666666667,465.1144729329906
tqwt_meanValue_dec_29,726,223,312,223,312.0,420.3333333333333,330.8758957697397
tqwt_meanValue_dec_30,727,428,448,428,448.0,534.3333333333334,504.70152402377033
tqwt_meanValue_dec_31,728,274,249,249,274.0,417.0,331.8831636857697
tqwt_meanValue_dec_32,729,287,321,287,321.0,445.6666666666667,376.3488593635299
tqwt_minValue_dec_22,730,457,494,457,494.0,560.3333333333334,537.409205337461
tqwt_entropy_log_dec_31,731,472,457,457,472.0,553.3333333333334,528.65141489244
tqwt_entropy_log_dec_24,732,440,427,427,440.0,533.0,501.60783150400476
tqwt_entropy_log_dec_2,733,527,511,511,527.0,590.3333333333334,574.8517479476309
det_LT_entropy_log_7_coef,734,375,308,308,375.0,472.3333333333333,412.3247873778821
Ed2_9_coef,735,592,674,592,674.0,667.0,661.7530864568964
Ed2_10_coef,736,580,671,580,671.0,662.3333333333334,656.003468924725
det_LT_entropy_shannon_1_coef,737,558,669,558,669.0,654.6666666666666,646.0316812525977
det_LT_entropy_shannon_5_coef,738,485,497,485,497.0,573.3333333333334,552.593892277696
det_LT_entropy_shannon_6_coef,739,303,140,140,303.0,394.0,254.3155839555215
det_LT_entropy_shannon_7_coef,740,405,438,405,438.0,527.6666666666666,491.5138353240724
det_LT_entropy_log_3_coef,741,631,675,631,675.0,682.3333333333334,679.3793334294824
det_LT_entropy_log_5_coef,742,418,422,418,422.0,527.3333333333334,491.0207333970258
det_LT_entropy_log_8_coef,743,191,152,152,191.0,362.0,227.9558265611295
tqwt_energy_dec_36,744,422,301,301,422.0,489.0,426.37781193321445
det_LT_entropy_log_9_coef,745,623,681,623,681.0,683.0,679.3713491667163
det_LT_entropy_log_10_coef,746,64,7,7,64.0,272.3333333333333,18.770809151158872
det_LT_TKEO_mean_7_coef,747,665,645,645,665.0,685.6666666666666,682.9302590772969
det_LT_TKEO_std_9_coef,748,331,151,151,331.0,410.0,273.21003515079764
det_LT_TKEO_std_10_coef,749,587,565,565,587.0,633.6666666666666,623.881886441474
tqwt_energy_dec_20,750,277,222,222,277.0,416.3333333333333,317.52932914738926
tqwt_energy_dec_23,751,51,49,49,51.0,283.6666666666667,72.55566437711826
tqwt_energy_dec_34,752,496,418,418,496.0,555.3333333333334,522.8064954574719
gender,753,753,753,753,753.0,753.0,753.0
